playername,GP,PIM,DY League NHLe,DY League NHLe Per 82GP,Total PIM Per 82GP,Overall#,Team,Player,Draft Year,is_def,link,rights,status,dob,height,height _inches,weight,weight_pounds,birthplace,nation,shoots,draft,Birth City,new draft_age,redraft
Martin Reway ,59,60,6.1,8.5,83.4,116,MontrÃ©al Canadiens,Martin RÃ©way (F),2013,0,https://www.eliteprospects.com/player/94282/martin-reway,-,-,1/24/1995,"5'8""",68,83 kg / 183,183,"Praha, CZE",Slovakia,L,2013 round 4 #116 overall by MontrÃ©al Canadiens,Praha,18.4,FALSE
Martins Dzierkals ,66,89,7.1,8.8,110.6,68,Toronto Maple Leafs,Martins Dzierkals (F),2015,0,https://www.eliteprospects.com/player/239362/martins-dzierkals,Vegas Golden Knights,Unsigned,4/4/1997,"6'0""",72,84 kg / 185,185,"Riga, LAT",Latvia,L,2015 round 3 #68 overall by Toronto Maple Leafs,Riga,18.2,FALSE
Mason Appleton ,54,84,5.7,8.7,127.6,168,Winnipeg Jets,Mason Appleton (F),2015,0,https://www.eliteprospects.com/player/266919/mason-appleton,Winnipeg Jets,Signed,1/15/1996,"6'2""",74,88 kg / 194,194,"Green Bay, WI, USA",USA,R,2015 round 6 #168 overall by Winnipeg Jets,Green Bay,19.5,FALSE
Mason Geertsen ,73,130,2,2.2,146,93,Colorado Avalanche,Mason Geertsen (F),2013,0,https://www.eliteprospects.com/player/64567/mason-geertsen,New Jersey Devils,Signed,4/19/1995,"6'4""",76,98 kg / 216,216,"Drayton Valley, AB, CAN",Canada,L,2013 round 4 #93 overall by Colorado Avalanche,Drayton Valley,18.2,FALSE
Mat Clark ,63,91,3.3,4.3,118.4,37,Anaheim Ducks,Mat Clark (D),2009,1,https://www.eliteprospects.com/player/31560/mat-clark,-,-,10/17/1990,"6'3""",75,102 kg / 225,225,"Lakewood, CO, USA",Canada,R,2009 round 2 #37 overall by Anaheim Ducks,Lakewood,18.7,FALSE
Matej Paulovic ,54,24,2,3,36.4,149,Dallas Stars,Matej Paulovic (F),2013,0,https://www.eliteprospects.com/player/93903/matej-paulovic,-,-,1/13/1995,"6'2""",74,93 kg / 205,205,"Topolcany, SVK",Slovakia,R,2013 round 5 #149 overall by Dallas Stars,Topolcany,18.5,FALSE
Matej Stransky ,71,53,3.7,4.3,61.2,165,Dallas Stars,Matej Stransky (F),2011,0,https://www.eliteprospects.com/player/79504/matej-stransky,-,-,7/11/1993,"6'4""",76,98 kg / 216,216,"Ostrava, CZE",Czechia,R,2011 round 6 #165 overall by Dallas Stars,Ostrava,18.0,FALSE
Mathew Barzal ,51,20,9.6,15.4,32.2,16,New York Islanders,Mathew Barzal (F),2015,0,https://www.eliteprospects.com/player/186310/mathew-barzal,New York Islanders,Signed,5/26/1997,"6'1""",73,85 kg / 187,187,"Coquitlam, BC, CAN",Canada,R,2015 round 1 #16 overall by New York Islanders,Coquitlam,18.1,FALSE
Mathieu Brodeur ,69,27,0.8,1,32.1,76,Phoenix Coyotes,Mathieu Brodeur (D),2008,1,https://www.eliteprospects.com/player/19045/mathieu-brodeur,-,-,6/21/1990,"6'6""",78,102 kg / 225,225,"St-Eustache, QC, CAN",Canada,L,2008 round 3 #76 overall by Phoenix Coyotes,St-Eustache,18.0,FALSE
Mathieu Joseph ,59,46,4.7,6.5,63.9,120,Tampa Bay Lightning,Mathieu Joseph (F),2015,0,https://www.eliteprospects.com/player/227640/mathieu-joseph,Ottawa Senators,Signed,2/9/1997,"6'1""",73,86 kg / 190,190,"Laval, QC, CAN",Canada,L,2015 round 4 #120 overall by Tampa Bay Lightning,Laval,18.4,FALSE
Matia Marcantuoni ,24,10,2,6.8,34.2,92,Pittsburgh Penguins,Matia Marcantuoni (F),2012,0,https://www.eliteprospects.com/player/76687/matia-marcantuoni,-,-,2/22/1994,"6'0""",72,91 kg / 201,201,"Woodbridge, ON, CAN",Canada,R,2012 round 4 #92 overall by Pittsburgh Penguins,Woodbridge,18.3,FALSE
Matias Sointu ,72,64,4.3,4.9,72.9,182,Tampa Bay Lightning,Matias Sointu (F),2008,0,https://www.eliteprospects.com/player/16048/matias-sointu,-,-,2/10/1990,"5'10""",70,75 kg / 165,165,"Tampere, FIN",Finland,L,2008 round 7 #182 overall by Tampa Bay Lightning,Tampere,18.4,FALSE
Mats Froshaug ,65,65,3.7,4.7,82,161,Vancouver Canucks,Mats FrÃ¸shaug (F),2008,0,https://www.eliteprospects.com/player/6251/mats-froshaug,-,-,7/31/1988,"6'3""",75,101 kg / 223,223,"Oslo, NOR",Norway,L,2008 round 6 #161 overall by Vancouver Canucks,Oslo,19.9,FALSE
Matt Bartkowski ,60,135,5.9,8.1,184.5,190,Florida Panthers,Matt Bartkowski (D),2008,1,https://www.eliteprospects.com/player/16707/matt-bartkowski,-,-,6/4/1988,"6'1""",73,89 kg / 196,196,"Pittsburgh, PA, USA",USA,L,2008 round 7 #190 overall by Florida Panthers,Pittsburgh,20.1,FALSE
Matt Benning ,44,87,1.1,2.1,162.1,175,Boston Bruins,Matt Benning (D),2012,1,https://www.eliteprospects.com/player/29261/matt-benning,San Jose Sharks,Signed,5/25/1994,"6'1""",73,92 kg / 203,203,"St. Albert, AB, CAN",Canada,R,2012 round 6 #175 overall by Boston Bruins,St. Albert,18.1,FALSE
Matt Bradley ,71,24,5.6,6.5,27.7,131,MontrÃ©al Canadiens,Matt Bradley (F),2015,0,https://www.eliteprospects.com/player/199714/matt-bradley,-,-,1/22/1997,"6'0""",72,86 kg / 190,190,"Vancouver, BC, CAN",Canada,R,2015 round 5 #131 overall by MontrÃ©al Canadiens,Vancouver,18.4,FALSE
Matt Buckles ,50,107,2.4,3.9,175.5,98,Florida Panthers,Matt Buckles (F),2013,0,https://www.eliteprospects.com/player/116977/matt-buckles,-,-,5/5/1995,"6'3""",75,99 kg / 218,218,"Toronto, ON, CAN",Canada,R,2013 round 4 #98 overall by Florida Panthers,Toronto,18.2,FALSE
Matt Calvert ,72,53,9,10.2,60.4,127,Columbus Blue Jackets,Matt Calvert (F),2008,0,https://www.eliteprospects.com/player/17025/matt-calvert,-,-,12/24/1989,"5'11""",71,84 kg / 185,185,"Brandon, MB, CAN",Canada,L,2008 round 5 #127 overall by Columbus Blue Jackets,Brandon,18.5,FALSE
Matt Delahey ,68,68,2.7,3.3,82,112,New Jersey Devils,Matt Delahey (D),2008,1,https://www.eliteprospects.com/player/19044/matt-delahey,-,-,11/25/1989,"6'1""",73,96 kg / 212,212,"Moose Jaw, SK, CAN",Canada,L,2008 round 4 #112 overall by New Jersey Devils,Moose Jaw,18.6,FALSE
Matt Donovan ,59,41,4.3,6,57,96,New York Islanders,Matt Donovan (D),2008,1,https://www.eliteprospects.com/player/14126/matt-donovan,-,-,5/9/1990,"6'1""",73,93 kg / 205,205,"Edmond, OK, USA",USA,L,2008 round 4 #96 overall by New York Islanders,Edmond,18.1,FALSE
Matt Duchene ,57,42,11.4,16.4,60.4,3,Colorado Avalanche,Matt Duchene (F),2009,0,https://www.eliteprospects.com/player/12571/matt-duchene,Nashville Predators,Signed,1/16/1991,"5'11""",71,88 kg / 194,194,"Haliburton, ON, CAN",Canada,L,2009 round 1 #3 overall by Colorado Avalanche,Haliburton,18.5,FALSE
Matt Dumba ,76,87,9.6,10.4,93.9,7,Minnesota Wild,Matt Dumba (D),2012,1,https://www.eliteprospects.com/player/53542/matt-dumba,Minnesota Wild,Signed,7/25/1994,"6'0""",72,82 kg / 181,181,"Regina, SK, CAN",Canada,R,2012 round 1 #7 overall by Minnesota Wild,Regina,17.9,FALSE
Matt Fillier ,63,118,4.1,5.3,153.6,188,Los Angeles Kings,Matt Fillier (F),2007,0,https://www.eliteprospects.com/player/12171/matt-fillier,-,-,10/5/1988,"6'0""",72,79 kg / 174,174,"New Glasgow, NS, CAN",Canada,L,2007 round 7 #188 overall by Los Angeles Kings,New Glasgow,18.7,FALSE
Matt Finn ,61,58,6.9,9.3,78,35,Toronto Maple Leafs,Matt Finn (D),2012,1,https://www.eliteprospects.com/player/82316/matt-finn,-,-,2/24/1994,"6'0""",72,90 kg / 198,198,"Toronto, ON, CAN",Canada,L,2012 round 2 #35 overall by Toronto Maple Leafs,Toronto,18.3,FALSE
Matt Frattin ,58,75,5.1,7.2,106,99,Toronto Maple Leafs,Matt Frattin (F),2007,0,https://www.eliteprospects.com/player/12534/matt-frattin,-,-,1/3/1988,"6'0""",72,93 kg / 205,205,"Edmonton, AB, CAN",Canada,R,2007 round 4 #99 overall by Toronto Maple Leafs,Edmonton,19.5,FALSE
Matt Grzelcyk ,99,32,4.5,3.7,26.5,85,Boston Bruins,Matt Grzelcyk (D),2012,1,https://www.eliteprospects.com/player/90350/matt-grzelcyk,Boston Bruins,Signed,1/5/1994,"5'11""",71,79 kg / 174,174,"Boston, MA, USA",USA,L,2012 round 3 #85 overall by Boston Bruins,Boston,18.5,FALSE
Matt Halischuk ,67,20,9.5,11.6,24.5,117,New Jersey Devils,Matt Halischuk (F),2007,0,https://www.eliteprospects.com/player/12560/matt-halischuk,-,-,6/1/1988,"6'0""",72,82 kg / 181,181,"Toronto, ON, CAN",Canada,R,2007 round 4 #117 overall by New Jersey Devils,Toronto,19.1,FALSE
Matt Iacopelli ,58,47,9.2,13,66.4,83,Chicago Blackhawks,Matt Iacopelli (F),2014,0,https://www.eliteprospects.com/player/152075/matt-iacopelli,-,-,5/15/1994,"6'3""",75,94 kg / 207,207,"Woodhaven, MI, USA",USA,L,2014 round 3 #83 overall by Chicago Blackhawks,Woodhaven,20.1,FALSE
Matt Kennedy ,71,97,10.9,12.6,112,131,Carolina Hurricanes,Matt Kennedy (F),2009,0,https://www.eliteprospects.com/player/30030/matt-kennedy,-,-,3/4/1989,"6'2""",74,92 kg / 203,203,"Shanty Bay, ON, CAN",Canada,R,2009 round 5 #131 overall by Carolina Hurricanes,Shanty Bay,20.3,FALSE
Matt MacKenzie ,64,62,5.5,7,79.4,83,Buffalo Sabres,Matt MacKenzie (D),2010,1,https://www.eliteprospects.com/player/37110/matt-mackenzie,-,-,10/15/1991,"6'1""",73,85 kg / 187,187,"New Westminster, BC, CAN",Canada,R,2010 round 3 #83 overall by Buffalo Sabres,New Westminster,18.7,FALSE
Matt Marshall ,27,8,0.7,2.1,24.3,150,Tampa Bay Lightning,Matt Marshall (F),2007,0,https://www.eliteprospects.com/player/18746/matt-marshall,-,-,8/30/1988,"6'1""",73,91 kg / 201,201,"Hingham, MA, USA",USA,R,2007 round 5 #150 overall by Tampa Bay Lightning,Hingham,18.8,FALSE
Matt Martin ,66,155,5.5,6.8,192.6,148,New York Islanders,Matt Martin (F),2008,0,https://www.eliteprospects.com/player/19225/matt-martin,New York Islanders,Signed,5/8/1989,"6'3""",75,100 kg / 220,220,"Windsor, ON, CAN",Canada,L,2008 round 5 #148 overall by New York Islanders,Windsor,19.1,FALSE
Matt Mistele ,56,59,5.3,7.8,86.4,180,Los Angeles Kings,Matt Mistele (F),2014,0,https://www.eliteprospects.com/player/117000/matt-mistele,-,-,10/17/1995,"6'2""",74,86 kg / 190,190,"Whitby, ON, CAN",Canada,L,2014 round 6 #180 overall by Los Angeles Kings,Whitby,18.7,FALSE
Matt Nieto ,39,16,4.5,9.5,33.6,47,San Jose Sharks,Matt Nieto (F),2011,0,https://www.eliteprospects.com/player/20723/matt-nieto,San Jose Sharks,Signed,11/5/1992,"5'11""",71,91 kg / 201,201,"Long Beach, CA, USA",USA,L,2011 round 2 #47 overall by San Jose Sharks,Long Beach,18.6,FALSE
Matt Puempel ,55,49,9.9,14.8,73.1,24,Ottawa Senators,Matt Puempel (F),2011,0,https://www.eliteprospects.com/player/45571/matt-puempel,-,-,1/24/1993,"6'1""",73,91 kg / 201,201,"Windsor, ON, CAN",Canada,L,2011 round 1 #24 overall by Ottawa Senators,Windsor,18.4,FALSE
Matt Roy ,36,22,1.7,3.9,50.1,194,Los Angeles Kings,Matt Roy (D),2015,1,https://www.eliteprospects.com/player/191271/matt-roy,Los Angeles Kings,Signed,3/1/1995,"6'1""",73,93 kg / 205,205,"Detroit, MI, USA",USA,R,2015 round 7 #194 overall by Los Angeles Kings,Detroit,20.3,FALSE
Matt Rust ,55,83,3.5,5.2,123.7,101,Florida Panthers,Matt Rust (F),2007,0,https://www.eliteprospects.com/player/11464/matt-rust,-,-,3/23/1989,"5'9""",69,88 kg / 194,194,"Bloomfield Hills, MI, USA",USA,L,2007 round 4 #101 overall by Florida Panthers,Bloomfield Hills,18.3,FALSE
Matt Schmalz ,66,68,5.8,7.2,84.5,134,Los Angeles Kings,Matt Schmalz (F),2015,0,https://www.eliteprospects.com/player/189373/matt-schmalz,-,-,3/21/1996,"6'6""",78,102 kg / 225,225,"Dunnville, ON, CAN",Canada,R,2015 round 5 #134 overall by Los Angeles Kings,Dunnville,19.3,FALSE
Matt Spencer ,74,68,4.6,5.1,75.4,44,Tampa Bay Lightning,Matt Spencer (D),2015,1,https://www.eliteprospects.com/player/225188/matt-spencer,-,-,3/24/1997,"6'2""",74,92 kg / 203,203,"Guelph, ON, CAN",Canada,R,2015 round 2 #44 overall by Tampa Bay Lightning,Guelph,18.3,FALSE
Matt Tassone ,60,111,5.1,7,151.7,176,Dallas Stars,Matt Tassone (F),2008,0,https://www.eliteprospects.com/player/19058/matt-tassone,-,-,11/28/1989,"6'2""",74,95 kg / 209,209,"St. Albert, AB, CAN",Canada,L,2008 round 6 #176 overall by Dallas Stars,St. Albert,18.6,FALSE
Matt Ustaski ,54,30,3.9,5.9,45.6,192,Winnipeg Jets,Matt Ustaski (F),2014,0,https://www.eliteprospects.com/player/146215/matt-ustaski,-,-,5/27/1994,"6'6""",78,100 kg / 220,220,"Glenview, IL, USA",USA,L,2014 round 7 #192 overall by Winnipeg Jets,Glenview,20.1,FALSE
Matteo Gennaro ,72,44,4.4,5,50.1,203,Winnipeg Jets,Matteo Gennaro (F),2015,0,https://www.eliteprospects.com/player/131328/matteo-gennaro,-,-,3/30/1997,"6'2""",74,85 kg / 187,187,"St. Albert, AB, CAN",Canada,L,2015 round 7 #203 overall by Winnipeg Jets,St. Albert,18.3,FALSE
Matthew Beattie ,32,18,2.1,5.4,46.1,207,Vancouver Canucks,Matthew Beattie (F),2012,0,https://www.eliteprospects.com/player/177685/matthew-beattie,-,-,12/14/1992,"6'3""",75,78 kg / 172,172,"Morristown, NJ, USA",USA,R,2012 round 7 #207 overall by Vancouver Canucks,Morristown,19.5,FALSE
Matthew Berkovitz ,45,12,1.2,2.2,21.9,123,Anaheim Ducks,Matthew Berkovitz (D),2014,1,https://www.eliteprospects.com/player/220352/matthew-berkovitz,-,-,2/16/1996,"6'1""",73,86 kg / 190,190,"Green Bay, WI, USA",USA,L,2014 round 5 #123 overall by Anaheim Ducks,Green Bay,18.4,FALSE
Matthew DeBlouw ,58,50,4.7,6.6,70.7,186,Calgary Flames,Matthew DeBlouw (F),2012,0,https://www.eliteprospects.com/player/84766/matthew-deblouw,-,-,9/17/1993,"6'1""",73,82 kg / 181,181,"Chesterfield Township, MI, USA",USA,L,2012 round 7 #186 overall by Calgary Flames,Chesterfield Township,18.8,FALSE
Matthew Peca ,50,14,3.5,5.7,23,201,Tampa Bay Lightning,Matthew Peca (F),2011,0,https://www.eliteprospects.com/player/78295/matthew-peca,St. Louis Blues,Signed,4/27/1993,"5'9""",69,83 kg / 183,183,"Petawawa, ON, CAN",Canada,L,2011 round 7 #201 overall by Tampa Bay Lightning,Petawawa,18.2,FALSE
Mattias Backman ,42,44,2.1,4.1,85.9,146,Detroit Red Wings,Mattias BÃ¤ckman (D),2011,1,https://www.eliteprospects.com/player/12949/mattias-backman,-,-,10/3/1992,"6'2""",74,83 kg / 183,183,"LinkÃ¶ping, SWE",Sweden,L,2011 round 5 #146 overall by Detroit Red Wings,LinkÃ¶ping,18.7,FALSE
Mattias Ekholm ,67,50,5.3,6.5,61.2,102,Nashville Predators,Mattias Ekholm (D),2009,1,https://www.eliteprospects.com/player/8373/mattias-ekholm,Nashville Predators,Signed,5/24/1990,"6'4""",76,98 kg / 216,216,"BorlÃ¤nge, SWE",Sweden,L,2009 round 4 #102 overall by Nashville Predators,BorlÃ¤nge,19.1,FALSE
Mattias Janmark ,59,32,17.5,24.3,44.5,79,Detroit Red Wings,Mattias Janmark (F),2013,0,https://www.eliteprospects.com/player/16629/mattias-janmark,Edmonton Oilers,Signed,12/8/1992,"6'1""",73,93 kg / 205,205,"Stockholm, SWE",Sweden,L,2013 round 3 #79 overall by Detroit Red Wings,Stockholm,20.6,FALSE
Mattias Lindstrom ,70,82,1.8,2.1,96.1,88,Carolina Hurricanes,Mattias LindstrÃ¶m (F),2009,0,https://www.eliteprospects.com/player/6021/mattias-lindstrom,-,-,3/21/1991,"6'4""",76,96 kg / 212,212,"LuleÃ¥, SWE",Sweden,L,2009 round 3 #88 overall by Carolina Hurricanes,LuleÃ¥,18.3,FALSE
Mattias Tedenby ,72,108,7.2,8.2,123,24,New Jersey Devils,Mattias Tedenby (F),2008,0,https://www.eliteprospects.com/player/6013/mattias-tedenby,-,-,2/21/1990,"5'10""",70,76 kg / 168,168,"Vetlanda, SWE",Sweden,L,2008 round 1 #24 overall by New Jersey Devils,Vetlanda,18.3,FALSE
Mauro Jorg ,115,40,8.5,6.1,28.5,204,New Jersey Devils,Mauro JÃ¶rg (F),2010,0,https://www.eliteprospects.com/player/17695/mauro-jorg,-,-,4/29/1990,"6'0""",72,92 kg / 203,203,"Chur, SUI",Switzerland,L,2010 round 7 #204 overall by New Jersey Devils,Chur,20.2,FALSE
Max Campbell ,46,84,2.6,4.6,149.7,138,New York Rangers,Max Campbell (F),2007,0,https://www.eliteprospects.com/player/15049/max-campbell,-,-,12/21/1988,"6'0""",72,85 kg / 187,187,"Strathroy, ON, CAN",Canada,L,2007 round 5 #138 overall by New York Rangers,Strathroy,18.5,FALSE
Max Domi ,64,71,12.5,16,91,12,Phoenix Coyotes,Max Domi (F),2013,0,https://www.eliteprospects.com/player/95484/max-domi,Chicago Blackhawks,Signed,3/2/1995,"5'10""",70,88 kg / 194,194,"Winnipeg, MB, CAN",Canada,L,2013 round 1 #12 overall by Phoenix Coyotes,Winnipeg,18.3,FALSE
Max Everson ,51,34,1.3,2.1,54.7,203,Toronto Maple Leafs,Max Everson (D),2011,1,https://www.eliteprospects.com/player/94244/max-everson,-,-,2/22/1993,"6'1""",73,83 kg / 183,183,"Edina, MN, USA",USA,L,2011 round 7 #203 overall by Toronto Maple Leafs,Edina,18.3,FALSE
Max Friberg ,63,34,5,6.5,44.3,143,Anaheim Ducks,Max Friberg (F),2011,0,https://www.eliteprospects.com/player/13766/max-friberg,-,-,11/20/1992,"5'11""",71,88 kg / 194,194,"SkÃ¶vde, SWE",Sweden,R,2011 round 5 #143 overall by Anaheim Ducks,SkÃ¶vde,18.6,FALSE
Max Gortz ,53,8,6,9.3,12.4,172,Nashville Predators,Max GÃ¶rtz (F),2012,0,https://www.eliteprospects.com/player/27258/max-gortz,-,-,1/28/1993,"6'2""",74,91 kg / 201,201,"HÃ¶Ã¶r, SWE",Sweden,R,2012 round 6 #172 overall by Nashville Predators,HÃ¶Ã¶r,19.4,FALSE
Max Gaede ,52,50,1.5,2.4,78.8,88,San Jose Sharks,Max Gaede (F),2010,0,https://www.eliteprospects.com/player/67092/max-gaede,-,-,3/27/1992,"6'3""",75,91 kg / 201,201,"Woodbury, MN, USA",USA,R,2010 round 3 #88 overall by San Jose Sharks,Woodbury,18.3,FALSE
Max Gardiner ,40,54,1.6,3.3,110.7,74,St. Louis Blues,Max Gardiner (F),2010,0,https://www.eliteprospects.com/player/40259/max-gardiner,-,-,5/7/1992,"6'3""",75,93 kg / 205,205,"Minnetonka, MN, USA",USA,L,2010 round 3 #74 overall by St. Louis Blues,Minnetonka,18.1,FALSE
Max McCormick ,55,102,6,8.9,152.1,171,Ottawa Senators,Max McCormick (F),2011,0,https://www.eliteprospects.com/player/90365/max-mccormick,Seattle Kraken,Signed,5/1/1992,"5'11""",71,85 kg / 187,187,"De Pere, WI, USA",USA,L,2011 round 6 #171 overall by Ottawa Senators,De Pere,19.2,FALSE
Max Nicastro ,58,78,2.9,4.1,110.3,91,Detroit Red Wings,Max Nicastro (D),2008,1,https://www.eliteprospects.com/player/15519/max-nicastro,-,-,3/2/1990,"6'2""",74,86 kg / 190,190,"Thousand Oaks, CA, USA",USA,R,2008 round 3 #91 overall by Detroit Red Wings,Thousand Oaks,18.3,FALSE
Max Pacioretty ,60,119,9,12.3,162.6,22,MontrÃ©al Canadiens,Max Pacioretty (F),2007,0,https://www.eliteprospects.com/player/12461/max-pacioretty,Carolina Hurricanes,Signed,11/20/1988,"6'2""",74,98 kg / 216,216,"New Canaan, CT, USA",USA,L,2007 round 1 #22 overall by MontrÃ©al Canadiens,New Canaan,18.6,FALSE
Max Reinhart ,78,77,7.3,7.7,80.9,64,Calgary Flames,Max Reinhart (F),2010,0,https://www.eliteprospects.com/player/30443/max-reinhart,-,-,2/4/1992,"6'1""",73,89 kg / 196,196,"Vancouver, BC, CAN",Canada,L,2010 round 3 #64 overall by Calgary Flames,Vancouver,18.4,FALSE
Max Willman ,11,6,0.5,3.7,44.7,121,Buffalo Sabres,Max Willman (F),2014,0,https://www.eliteprospects.com/player/300657/max-willman,Philadelphia Flyers,Signed,2/13/1995,"6'0""",72,83 kg / 183,183,"Barnstable, MA, USA",USA,L,2014 round 5 #121 overall by Buffalo Sabres,Barnstable,19.4,FALSE
Maxim Chudinov ,57,48,12,17.3,69.1,195,Boston Bruins,Maxim Chudinov (D),2010,1,https://www.eliteprospects.com/player/11858/maxim-chudinov,-,-,3/25/1990,"5'11""",71,95 kg / 209,209,"Cherepovets, RUS",Russia,R,2010 round 7 #195 overall by Boston Bruins,Cherepovets,20.3,FALSE
Maxim Goncharov ,48,52,0.8,1.4,88.8,123,Phoenix Coyotes,Maxim Goncharov (D),2007,1,https://www.eliteprospects.com/player/11861/maxim-goncharov,-,-,6/15/1989,"6'3""",75,102 kg / 225,225,"Moskva, RUS",Russia,R,2007 round 5 #123 overall by Phoenix Coyotes,Moskva,18.0,FALSE
Maxim Grachyov ,70,88,8.7,10.2,103.1,106,New York Islanders,Maxim Grachyov (F),2007,0,https://www.eliteprospects.com/player/11128/maxim-grachyov,-,-,9/26/1988,"5'11""",71,92 kg / 203,203,"Novosibirsk, RUS",Russia,L,2007 round 4 #106 overall by New York Islanders,Novosibirsk,18.7,FALSE
Maxim Kitsyn ,38,38,4.9,10.6,82,158,Los Angeles Kings,Maxim Kitsyn (F),2010,0,https://www.eliteprospects.com/player/19425/maxim-kitsyn,-,-,12/24/1991,"6'3""",75,95 kg / 209,209,"Novokuznetsk, RUS",Russia,R,2010 round 6 #158 overall by Los Angeles Kings,Novokuznetsk,18.5,FALSE
Maxim Letunov ,60,42,6.1,8.3,57.4,52,St. Louis Blues,Maxim Letunov (F),2014,0,https://www.eliteprospects.com/player/233028/maxim-letunov,-,-,2/20/1996,"6'4""",76,82 kg / 181,181,"Moskva, RUS",Russia,L,2014 round 2 #52 overall by St. Louis Blues,Moskva,18.4,FALSE
Maxim Mayorov ,36,6,4,9.1,13.7,94,Columbus Blue Jackets,Maxim Mayorov (F),2007,0,https://www.eliteprospects.com/player/12466/maxim-mayorov,-,-,3/26/1989,"6'2""",74,90 kg / 198,198,"Andizhan, UZB",Russia,L,2007 round 4 #94 overall by Columbus Blue Jackets,Andizhan,18.3,FALSE
Maxim Shalunov ,69,50,6.3,7.5,59.4,109,Chicago Blackhawks,Maxim Shalunov (F),2011,0,https://www.eliteprospects.com/player/58566/maxim-shalunov,-,-,1/31/1993,"6'4""",76,94 kg / 207,207,"Chelyabinsk, RUS",Russia,L,2011 round 4 #109 overall by Chicago Blackhawks,Chelyabinsk,18.4,FALSE
Maxim Trunyov ,40,58,7,14.3,118.9,138,MontrÃ©al Canadiens,Maxim Trunyov (F),2008,0,https://www.eliteprospects.com/player/19034/maxim-trunyov,-,-,9/7/1990,"5'11""",71,87 kg / 192,192,"Kirovo-Chepetsk, RUS",Russia,L,2008 round 5 #138 overall by MontrÃ©al Canadiens,Kirovo-Chepetsk,17.8,FALSE
Maxime Legault ,63,66,5,6.5,85.9,194,Buffalo Sabres,Maxime Legault (F),2009,0,https://www.eliteprospects.com/player/36718/maxime-legault,-,-,3/28/1989,"6'1""",73,91 kg / 201,201,"Mont-Tremblant, QC, CAN",Canada,R,2009 round 7 #194 overall by Buffalo Sabres,Mont-Tremblant,20.3,FALSE
Maxime Macenauer ,14,10,0.5,2.9,58.6,63,Anaheim Ducks,Maxime Macenauer (F),2007,0,https://www.eliteprospects.com/player/12518/maxime-macenauer,-,-,1/4/1989,"5'11""",71,86 kg / 190,190,"Laval, QC, CAN",Canada,L,2007 round 3 #63 overall by Anaheim Ducks,Laval,18.5,FALSE
Maxime Sauve ,77,32,8.1,8.6,34.1,47,Boston Bruins,Maxime SauvÃ© (F),2008,0,https://www.eliteprospects.com/player/17514/maxime-sauve,-,-,1/30/1990,"6'0""",72,84 kg / 185,185,"Tours, FRA",Canada,L,2008 round 2 #47 overall by Boston Bruins,Tours,18.4,FALSE
Maxime Tanguay ,54,32,6.8,10.3,48.6,69,Chicago Blackhawks,Maxime Tanguay (F),2007,0,https://www.eliteprospects.com/player/11129/maxime-tanguay,-,-,11/16/1988,"5'11""",71,80 kg / 176,176,"Lac-Etchemin, QC, CAN",Canada,L,2007 round 3 #69 overall by Chicago Blackhawks,Lac-Etchemin,18.6,FALSE
Maxwell Tardy ,25,20,1.2,3.9,65.6,202,St. Louis Blues,Maxwell Tardy (F),2009,0,https://www.eliteprospects.com/player/38044/maxwell-tardy,-,-,10/27/1990,"6'0""",72,88 kg / 194,194,"Duluth, MN, USA",USA,R,2009 round 7 #202 overall by St. Louis Blues,Duluth,18.7,FALSE
Michael Bournival ,64,39,7.4,9.5,50,71,Colorado Avalanche,MichaÃ«l Bournival (F),2010,0,https://www.eliteprospects.com/player/36719/michael-bournival,-,-,5/31/1992,"5'11""",71,90 kg / 198,198,"Shawinigan, QC, CAN",Canada,L,2010 round 3 #71 overall by Colorado Avalanche,Shawinigan,18.1,FALSE
Michael Amadio ,64,14,5.5,7,17.9,90,Los Angeles Kings,Michael Amadio (F),2014,0,https://www.eliteprospects.com/player/151385/michael-amadio,Vegas Golden Knights,Signed,5/13/1996,"6'2""",74,93 kg / 205,205,"Sault Ste. Marie, ON, CAN",Canada,R,2014 round 3 #90 overall by Los Angeles Kings,Sault Ste. Marie,18.1,FALSE
Michael Brodzinski ,61,47,4.7,6.3,63.2,141,San Jose Sharks,Michael Brodzinski (D),2013,1,https://www.eliteprospects.com/player/118436/michael-brodzinski,-,-,5/28/1995,"5'11""",71,88 kg / 194,194,"Ham Lake, MN, USA",USA,R,2013 round 5 #141 overall by San Jose Sharks,Ham Lake,18.1,FALSE
